No,Card,CardNumber,Set,Printing,ExpectedGrade,Justification,PSA_Lower_Grade,PSA_Lower_Avg,PSA_Lower_Med,PSA_Lower_Count,PSA_Lower_Confidence,PSA_Expected_Grade,PSA_Expected_Avg,PSA_Expected_Med,PSA_Expected_Count,PSA_Expected_Confidence,PSA_Upper_Grade,PSA_Upper_Avg,PSA_Upper_Med,PSA_Upper_Count,PSA_Upper_Confidence,Raw_NM_Price,Grading_Cost,Value_Uplift,Net_ROI,ROI_Percent,Is_Selected_Variant,All_Printings_Found
98,Azumarill,2/111,Neo Genesis,1st Edition Holofoil,10,Holo printline,9,,,0,low,10,,,0,low,N/A,,,0,N/A,57.73,20,,,,Y,1st Edition Holofoil (Neo Genesis)
99,Raikou,13/64,Neo Revelation,1st Edition Holofoil,7,"Holo indent, scratch, back scratch, whitening",6,120.38,130.00,9,high,7,252.94,224.04,9,high,8,331.40,308.00,33,high,500.00,20,-247.06,-267.06,-51.4,Y,Holofoil (SM Promos); Holofoil (SM Promos); Holofoil (SM Promos); Holofoil (Call of Legends); Holofoil (HGSS Promos); Holofoil (Skyridge); Holofoil (Crown Zenith: Galarian Gallery); Holofoil (Unleashed); Holofoil (Unleashed); Holofoil (Team Magma vs Team Aqua); Holofoil (Unleashed); Holofoil (Unleashed); Normal (SM - Lost Thunder); Holofoil (XY - BREAKthrough); Normal (World Championship Decks); Holofoil (Dark Explorers); Normal (World Championship Decks); Holofoil (Shining Legends); 1st Edition (Neo Revelation); Holofoil (Secret Wonders); 1st Edition Holofoil (Neo Revelation); Holofoil (Unseen Forces); Holofoil (Deoxys); Holofoil (Dark Explorers); Holofoil (Deck Exclusives); Holofoil (Blister Exclusives); Holofoil (SWSH04: Vivid Voltage); Holofoil (World Championship Decks); Normal (World Championship Decks); Holofoil (SWSH09: Brilliant Stars); Holofoil (Prize Pack Series Cards); Holofoil (ME01: Mega Evolution); Holofoil (ME01: Mega Evolution); Holofoil (Deck Exclusives); Normal (Skyridge); Holofoil (Miscellaneous Cards & Products); Holofoil (POP Series 2); Holofoil (Jumbo Cards)
100,Charizard,4/102,Base Set,Holofoil,7,"Holo scratch, back whitening over the edges",6,560.41,400.00,11,high,7,604.99,600.00,9,high,8,1061.05,845.00,18,high,468.35,20,136.64,116.64,23.9,Y,Holofoil (Base Set)
101,Ampharos,1/64,Neo Revelation,1st Edition Holofoil,9,"Holo light scratch, white dot corner back, indent top back",8,122.01,116.44,8,high,9,135.83,75.00,4,medium,10,13454.99,199.99,3,medium,71.62,20,64.21,44.21,48.3,Y,1st Edition Holofoil (Neo Revelation)
102,Blaine's Moltres,1/132,Gym Heroes,1st Edition Holofoil,9,Whitening at back bottom,8,841.14,893.92,5,high,9,440.00,500.00,3,medium,10,,,0,low,200.00,20,240.00,220.00,100.0,Y,1st Edition Holofoil (Gym Heroes)
103,Entei,6/64,Neo Revelation,1st Edition Holofoil,8,"Front bottom indent, back top right and bottom indent",7,187.28,160.00,13,high,8,328.97,239.99,15,high,9,580.27,441.80,6,high,231.11,20,97.86,77.86,31.0,Y,Holofoil (SM Promos); Holofoil (SM Promos); Holofoil (Call of Legends); Holofoil (HGSS Promos); Holofoil (Aquapolis); Holofoil (Crown Zenith: Galarian Gallery); Holofoil (Team Rocket Returns); Normal (World Championship Decks); Holofoil (Unleashed); Holofoil (Unleashed); Normal (World Championship Decks); Holofoil (Unleashed); Holofoil (Team Magma vs Team Aqua); Holofoil (Unleashed); Holofoil (Shining Legends); Holofoil (Shining Legends); Normal (SM - Lost Thunder); Holofoil (Secret Wonders); Reverse Holofoil (WoTC Promo); Normal (SM - Cosmic Eclipse); 1st Edition (Neo Revelation); Holofoil (XY - Ancient Origins); Normal (XY - Ancient Origins); Holofoil (Dark Explorers); Holofoil (Unseen Forces); Holofoil (SV: Paldean Fates); Holofoil (Dark Explorers); Holofoil (Shining Legends); 1st Edition Holofoil (Neo Revelation); Holofoil (Deck Exclusives); Holofoil (SV03: Obsidian Flames); Holofoil (ME: Ascended Heroes); Reverse Holofoil (ME: Ascended Heroes); Holofoil (SWSH09: Brilliant Stars); Holofoil (Prize Pack Series Cards); Holofoil (Crown Zenith); Holofoil (SWSH05: Battle Styles); Holofoil (SWSH07: Evolving Skies); Holofoil (Blister Exclusives); Holofoil (Alternate Art Promos); Normal (Aquapolis); Holofoil (Miscellaneous Cards & Products); Holofoil (POP Series 2); Holofoil (Jumbo Cards)
104,Dark Blastoise,3/82,Team Rocket,1st Edition Holofoil,8,"Holo scratch, whitening bottom back",7,166.50,125.00,5,high,8,311.47,331.94,12,high,9,459.24,363.74,6,high,342.24,20,-30.77,-50.77,-14.0,Y,Reverse Holofoil (Jumbo Cards); 1st Edition (Team Rocket); 1st Edition Holofoil (Team Rocket); Normal (Deck Exclusives); Holofoil (Legendary Collection)
105,Ampharos,1/64,Neo Revelation,1st Edition Holofoil,7,"Holo light scratch, back whitening, indent, scratch",6,66.28,54.99,7,high,7,86.12,87.36,8,high,8,122.01,116.44,8,high,71.62,20,14.50,-5.50,-6.0,Y,1st Edition Holofoil (Neo Revelation)
106,Charizard,006,Base Set,Holofoil,8,"Centering front, indent and scratch bottom back",7,,,0,low,8,,,0,low,9,,,0,low,1.01,20,,,,Y,Holofoil (Base Set)
107,Dark Donphan,3/105,Neo Destiny,1st Edition Holofoil,8,"Light scratch on holo, back few white dot",7,43.66,49.99,3,medium,8,92.28,89.00,7,high,9,132.80,135.00,5,high,199.95,20,-107.67,-127.67,-58.0,Y,1st Edition Holofoil (Neo Destiny)
108,Meganium,10/111,Neo Genesis,1st Edition Holofoil,7,"Silvering front, holo light scratch, back indent, whitening",6,,,0,low,7,83.00,83.00,2,medium,8,122.80,122.75,10,high,157.50,20,-74.50,-94.50,-53.2,Y,1st Edition Holofoil (Neo Genesis); 1st Edition Holofoil (Neo Genesis)
109,Koga,19/132,Gym Challenge,1st Edition Holofoil,8,"Holo light scratch, whitening at the back bottom",7,,,0,low,8,,,0,low,9,,,0,low,41.05,20,,,,Y,Holofoil (XY Promos); Normal (Hidden Fates); Holofoil (SM - Unbroken Bonds); Normal (SM - Unbroken Bonds); 1st Edition (Gym Challenge); 1st Edition (Gym Challenge); 1st Edition (Gym Challenge); 1st Edition (Gym Challenge); 1st Edition (Gym Challenge); 1st Edition (Gym Challenge); 1st Edition (Gym Challenge); 1st Edition (Gym Challenge); 1st Edition (Gym Challenge); 1st Edition (Gym Challenge); 1st Edition (Gym Challenge); 1st Edition (Gym Challenge); 1st Edition (Gym Challenge); 1st Edition (Gym Challenge); 1st Edition (Gym Challenge); 1st Edition (Gym Challenge); 1st Edition (Gym Challenge); 1st Edition Holofoil (Gym Challenge); 1st Edition Holofoil (Gym Challenge); 1st Edition Holofoil (Gym Challenge)
110,Unown,14/175,Neo Discovery,Normal,8,"Back centering, few whitening",7,,,0,low,8,36.24,35.00,3,medium,9,71.89,79.47,6,high,69.51,20,-33.27,-53.27,-59.5,Y,Normal (Neo Discovery)
111,Pichu,12/111,Neo Genesis,1st Edition Holofoil,6,"Holo scratch on holo, few indent front n back, whitening",5,122.50,122.50,2,medium,6,157.59,53.00,5,high,7,138.12,79.99,7,high,267.50,20,-109.91,-129.91,-45.2,Y,1st Edition Holofoil (Neo Genesis)
112,Espeon,1/75,Neo Discovery,1st Edition Holofoil,4,"Front crease, back whitening, holo light scratch",3,,,0,low,4,,,0,low,5,374.99,374.99,1,low,375.00,20,,,,Y,1st Edition (Neo Discovery); 1st Edition Holofoil (Neo Discovery)
113,Slowking,14/111,Neo Genesis,1st Edition Holofoil,8,"Holo light scratch, few whitening at the back",7,108.85,110.00,11,high,8,198.59,204.50,11,high,9,447.83,450.00,6,high,173.88,20,24.71,4.71,2.4,Y,1st Edition Holofoil (Neo Genesis)
113,Slowking,14/111,Neo Genesis,1st Edition Holofoil,9,"Holo light scratch, few whitening at the back",8,198.59,204.50,11,high,9,447.83,450.00,6,high,10,391.66,389.98,3,medium,173.88,20,273.95,253.95,131.0,Y,1st Edition Holofoil (Neo Genesis)
114,Venusaur,13,WoTC Promo,Holofoil,7,"Holo light scratch, back whitening, indent top back",6,113.93,107.75,8,high,7,164.13,163.25,4,medium,8,242.09,233.25,10,high,187.19,20,-23.06,-43.06,-20.8,Y,Holofoil (WoTC Promo)
115,Wobbuffet,16/75,Neo Discovery,1st Edition Holofoil,9,"Front very light scratch, back tiny dot",8,95.61,66.83,3,medium,9,125.20,108.47,4,medium,10,1650.00,1650.00,1,low,78.58,20,46.62,26.62,27.0,Y,Holofoil (XY Promos); Normal (Generations: Radiant Collection); Normal (World Championship Decks); Holofoil (HGSS Promos); Normal (SM - Lost Thunder); Normal (XY - BREAKthrough); Normal (Boundaries Crossed); Normal (Holon Phantoms); Normal (SM - Burning Shadows); Normal (Team Rocket Returns); Normal (Diamond and Pearl); Normal (World Championship Decks); Normal (XY - Phantom Forces); 1st Edition (Neo Discovery); Normal (Legend Maker); Normal (World Championship Decks); Normal (World Championship Decks); Normal (Sandstorm); Normal (Power Keepers); Holofoil (SV: Scarlet & Violet Promo Cards); Holofoil (SV: Scarlet & Violet Promo Cards); Holofoil (SWSH01: Sword & Shield Base Set); 1st Edition Holofoil (Neo Discovery); Holofoil (HeartGold SoulSilver); Holofoil (SWSH01: Sword & Shield Base Set); Holofoil (SV10: Destined Rivals); Normal (SWSH07: Evolving Skies); Normal (Skyridge); Holofoil (POP Series 4); Normal (Ash vs Team Rocket Deck Kit (JP Exclusive))
115,Wobbuffet,16/75,Neo Discovery,1st Edition Holofoil,10,"Front very light scratch, back tiny dot",9,125.20,108.47,4,medium,10,1650.00,1650.00,1,low,N/A,,,0,N/A,78.58,20,1571.42,1551.42,1573.8,Y,Holofoil (XY Promos); Normal (Generations: Radiant Collection); Normal (World Championship Decks); Holofoil (HGSS Promos); Normal (SM - Lost Thunder); Normal (XY - BREAKthrough); Normal (Boundaries Crossed); Normal (Holon Phantoms); Normal (SM - Burning Shadows); Normal (Team Rocket Returns); Normal (Diamond and Pearl); Normal (World Championship Decks); Normal (XY - Phantom Forces); 1st Edition (Neo Discovery); Normal (Legend Maker); Normal (World Championship Decks); Normal (World Championship Decks); Normal (Sandstorm); Normal (Power Keepers); Holofoil (SV: Scarlet & Violet Promo Cards); Holofoil (SV: Scarlet & Violet Promo Cards); Holofoil (SWSH01: Sword & Shield Base Set); 1st Edition Holofoil (Neo Discovery); Holofoil (HeartGold SoulSilver); Holofoil (SWSH01: Sword & Shield Base Set); Holofoil (SV10: Destined Rivals); Normal (SWSH07: Evolving Skies); Normal (Skyridge); Holofoil (POP Series 4); Normal (Ash vs Team Rocket Deck Kit (JP Exclusive))
116,Light Arcanine,12/105,Neo Destiny,1st Edition Holofoil,7,Few indent and whitening at the back,6,281.67,185.00,3,medium,7,194.65,199.99,9,high,8,362.68,315.00,12,high,650.00,20,-455.35,-475.35,-70.9,Y,Holofoil (SV06: Twilight Masquerade); 1st Edition Holofoil (Neo Destiny)
117,Light Dragonite,14/105,Neo Destiny,1st Edition Holofoil,7,Whitening at the back top and bottom,6,255.66,217.50,6,high,7,319.25,225.00,9,high,8,362.60,350.00,9,high,261.07,20,58.18,38.18,13.6,Y,1st Edition Holofoil (Neo Destiny)
117,Light Dragonite,14/105,Neo Destiny,1st Edition Holofoil,8,Whitening at the back top and bottom,7,319.25,225.00,9,high,8,362.60,350.00,9,high,9,551.44,474.99,11,high,261.07,20,101.53,81.53,29.0,Y,1st Edition Holofoil (Neo Destiny)
118,Aerodactyl ex,94/100,Sandstorm,Holofoil,9,White dot at corner,8,152.31,150.00,15,high,9,222.33,224.42,8,high,10,1154.04,1113.63,6,high,124.00,20,98.33,78.33,54.4,Y,Holofoil (Jumbo Cards); Holofoil (XY Promos); Holofoil (XY Promos); Normal (Dark Explorers); Holofoil (Sandstorm); Normal (Dark Explorers)
119,Kyogre ex,001,Nintendo Promos,Holofoil,3,"Front top and bottom crease, back whitening",2,,,0,low,3,,,0,low,4,,,0,low,20.99,20,,,,Y,Holofoil (XY Promos); Holofoil (XY - Ancient Origins); Holofoil (Crystal Guardians); Holofoil (Hidden Legends); Holofoil (Double Crisis); Holofoil (XY - Primal Clash); Holofoil (XY - Primal Clash); Holofoil (Dark Explorers); Holofoil (SV: Scarlet & Violet Promo Cards); Holofoil (XY - Primal Clash); Holofoil (XY - Primal Clash); Holofoil (Dark Explorers); Holofoil (Jumbo Cards); Holofoil (Deck Exclusives); Holofoil (Deck Exclusives); Holofoil (Nintendo Promos); Normal (Deck Exclusives); Holofoil (Nintendo Promos); Normal (Miscellaneous Cards & Products)
120,Alakazam,1/110,Legendary Collection,Holofoil,7,"Front printline, light scratch. Back white dot",6,,,0,low,7,,,0,low,8,,,0,low,45.29,20,,,,Y,Holofoil (Legendary Collection)
121,Blaziken ex,89/95,Team Magma vs Team Aqua,Holofoil,8,"Tiny white dot at the corner back, centering front n bottom, few scratch",7,269.89,269.89,1,low,8,316.00,302.50,4,medium,9,708.20,645.00,3,medium,183.34,20,132.66,112.66,55.4,Y,Holofoil (Team Magma vs Team Aqua)
122,Ampharos ex,89/97,Dragon,Holofoil,10,,9,329.31,304.00,13,high,10,352.87,337.00,8,high,N/A,,,0,N/A,143.04,20,209.83,189.83,116.4,Y,Holofoil (Dragon); Holofoil (XY - Ancient Origins); Holofoil (XY - Ancient Origins); Holofoil (Dragons Exalted); Holofoil (XY - Ancient Origins); Holofoil (XY - Ancient Origins); Normal (Deck Exclusives); Holofoil (Blister Exclusives); Normal (Deck Exclusives); Normal (Expedition); Holofoil (SV: Scarlet & Violet Promo Cards); Normal (Prize Pack Series Cards); Holofoil (Expedition); Normal (Deck Exclusives); Normal (Miscellaneous Cards & Products)
123,Hitmonchan ex,98/109,Ruby and Sapphire,Holofoil,9,Front light scratch,8,80.00,80.00,1,low,9,269.53,269.53,2,medium,10,,,0,low,68.79,20,200.74,180.74,203.6,Y,Holofoil (Ruby and Sapphire)
124,Raichu ex,98/100,Sandstorm,Holofoil,9,One dot corner back top left,8,304.66,205.00,12,high,9,350.76,335.00,17,high,10,1709.75,1670.00,4,medium,116.01,20,234.75,214.75,157.9,Y,Holofoil (Sandstorm); Holofoil (Emerald); Normal (Next Destinies); Normal (Expedition); Holofoil (Deck Exclusives); Normal (Deck Exclusives); Holofoil (Blister Exclusives); Holofoil (Blister Exclusives); Holofoil (Blister Exclusives); Normal (Deck Exclusives); Normal (Deck Exclusives); Holofoil (Expedition); Normal (Deck Exclusives); Holofoil (Deck Exclusives); Normal (Deck Exclusives)
124,Raichu ex,98/100,Sandstorm,Holofoil,10,One dot corner back top left,9,350.76,335.00,17,high,10,1709.75,1670.00,4,medium,N/A,,,0,N/A,116.01,20,1593.74,1573.74,1157.1,Y,Holofoil (Sandstorm); Holofoil (Emerald); Normal (Next Destinies); Normal (Expedition); Holofoil (Deck Exclusives); Normal (Deck Exclusives); Holofoil (Blister Exclusives); Holofoil (Blister Exclusives); Holofoil (Blister Exclusives); Normal (Deck Exclusives); Normal (Deck Exclusives); Holofoil (Expedition); Normal (Deck Exclusives); Holofoil (Deck Exclusives); Normal (Deck Exclusives)
125,Mewtwo ex,101/109,Ruby and Sapphire,Holofoil,9,"Centering front (left right), back few indent and whitening bottom corner",8,385.77,399.99,8,high,9,551.72,635.00,6,high,10,569.00,569.00,1,low,188.90,20,362.82,342.82,164.1,Y,Holofoil (Ruby and Sapphire)
126,Mr. Mime ex,110/112,FireRed & LeafGreen,Holofoil,9,"Holo front scratch, whitening back left",8,55.00,55.00,1,low,9,112.50,112.50,1,low,10,,,0,low,65.00,20,47.50,27.50,32.4,Y,Holofoil (FireRed & LeafGreen); Holofoil (FireRed & LeafGreen)
127,Zapdos ex,116/112,FireRed & LeafGreen,Holofoil,9,Very tiny dot at the top back corner,8,219.97,219.97,2,medium,9,375.00,375.00,2,medium,10,1151.00,1150.00,3,medium,279.99,20,95.00,75.00,25.0,Y,Holofoil (Plasma Storm); Holofoil (Next Destinies); Holofoil (SV: Scarlet & Violet 151); Holofoil (SV: Scarlet & Violet 151); Holofoil (SV: Scarlet & Violet 151); Holofoil (FireRed & LeafGreen); Holofoil (Team Rocket Returns); Holofoil (Miscellaneous Cards & Products); Holofoil (Miscellaneous Cards & Products); Holofoil (SV: Scarlet & Violet Promo Cards); Holofoil (Jumbo Cards); Normal (Deck Exclusives); Holofoil (Blister Exclusives); Normal (Deck Exclusives); Holofoil (Nintendo Promos); Holofoil (Deck Exclusives); Normal (SV: Scarlet & Violet 151)
127,Zapdos ex,116/112,FireRed & LeafGreen,Holofoil,10,Very tiny dot at the top back corner,9,375.00,375.00,2,medium,10,1151.00,1150.00,3,medium,N/A,,,0,N/A,279.99,20,871.01,851.01,283.7,Y,Holofoil (Plasma Storm); Holofoil (Next Destinies); Holofoil (SV: Scarlet & Violet 151); Holofoil (SV: Scarlet & Violet 151); Holofoil (SV: Scarlet & Violet 151); Holofoil (FireRed & LeafGreen); Holofoil (Team Rocket Returns); Holofoil (Miscellaneous Cards & Products); Holofoil (Miscellaneous Cards & Products); Holofoil (SV: Scarlet & Violet Promo Cards); Holofoil (Jumbo Cards); Normal (Deck Exclusives); Holofoil (Blister Exclusives); Normal (Deck Exclusives); Holofoil (Nintendo Promos); Holofoil (Deck Exclusives); Normal (SV: Scarlet & Violet 151)
128,Kabutops ex,97/100,Sandstorm,Holofoil,9,"Few light scratch in front, tiny dot whitening corner top",8,110.00,110.00,1,low,9,184.66,184.07,4,medium,10,1178.25,1101.50,4,medium,80.88,20,103.78,83.78,83.1,Y,Holofoil (Sandstorm)
129,Wailord ex,100/100,Sandstorm,Holofoil,9,Back few corner white dot,8,110.71,119.99,19,high,9,258.07,275.00,15,high,10,203.08,203.08,1,low,93.10,20,164.97,144.97,128.2,Y,Normal (World Championship Decks); Holofoil (XY - Primal Clash); Holofoil (Dragons Exalted); Holofoil (XY - Primal Clash); Holofoil (Sandstorm); Holofoil (Blister Exclusives)
130,Sneasel ex,103/109,Ruby and Sapphire,Holofoil,9,"Front light scratch, back few white dot corner",8,78.65,79.99,3,medium,9,191.66,205.00,3,medium,10,,,0,low,79.30,20,112.36,92.36,93.0,Y,Holofoil (Ruby and Sapphire)
131,Gardevoir ex,94/100,Sandstorm,Holofoil,9,"Top front indent, centering front left right, back very tiny dot corner",8,168.19,167.50,8,high,9,292.41,313.50,16,high,10,2365.00,2365.00,2,medium,157.35,20,135.06,115.06,64.9,Y,Holofoil (Sandstorm)
132,Lapras ex,99/109,Ruby and Sapphire,Holofoil,8,"Few light scratch, back top corner whitening",7,100.00,100.00,1,low,8,124.09,125.00,5,high,9,254.33,262.50,6,high,108.60,20,15.49,-4.51,-3.5,Y,Holofoil (Ruby and Sapphire)
133,Gardevoir ex,94/100,Sandstorm,Holofoil,9,White dot top corner,8,168.19,167.50,8,high,9,292.41,313.50,16,high,10,2365.00,2365.00,2,medium,157.35,20,135.06,115.06,64.9,Y,Holofoil (Sandstorm)
