No,Card,CardNumber,ExpectedGrade,SearchQuery,MatchedName,MatchedSet,Printing,TCGPlayerId,CardNum,MarketPrice,Selected
29,Salamence,10/97,9/10,Salamence,Salamence - SM140,SM Promos,Holofoil,180530,SM140,4.93,N
29,Salamence,10/97,9/10,Salamence,Salamence GX - SM139 (SM Black Star Promo),Jumbo Cards,Holofoil,211496,SM139,19.03,N
29,Salamence,10/97,9/10,Salamence,Salamence GX - SM139,SM Promos,Holofoil,180529,SM139,13.15,N
29,Salamence,10/97,9/10,Salamence,Salamence Lv.X,Arceus,Holofoil,88906,98/99,67.33,N
29,Salamence,10/97,9/10,Salamence,Salamence ex (Delta Species),Dragon Frontiers,Holofoil,88905,98/101,183.63,N
29,Salamence,10/97,9/10,Salamence,Salamence ex,Power Keepers,Holofoil,88904,96/108,122.48,N
29,Salamence,10/97,9/10,Salamence,Salamence,Arceus,Holofoil,88899,8/99,6.1,N
29,Salamence,10/97,9/10,Salamence,Salamence,Dragon Vault,Holofoil,88900,8/20,4.23,N
29,Salamence,10/97,9/10,Salamence,Salamence GX (Secret),Dragon Majesty,Holofoil,175503,73/70,43.24,N
29,Salamence,10/97,9/10,Salamence,Salamence,Plasma Blast,Holofoil,88901,64/101,5.18,N
29,Salamence,10/97,9/10,Salamence,Salamence,XY - Roaring Skies,Holofoil,98093,57/108,1.26,N
29,Salamence,10/97,9/10,Salamence,Salamence GX,Dragon Majesty,Holofoil,175472,44/70,7.23,N
29,Salamence,10/97,9/10,Salamence,Salamence,Stormfront,Normal,88898,24/100,2.06,N
29,Salamence,10/97,9/10,Salamence,Salamence VMAX (Secret),SWSH03: Darkness Ablaze,Holofoil,219320,194/189,13.29,N
29,Salamence,10/97,9/10,Salamence,Salamence - 19/97,Dragon,Normal,88896,19/97,1.44,N
29,Salamence,10/97,9/10,Salamence,Salamence - 19/97 (e-League),Nintendo Promos,Holofoil,213023,19/97,61.99,N
29,Salamence,10/97,9/10,Salamence,Salamence - 19/97 (e-League) [Winner],Nintendo Promos,Holofoil,213024,19/97,119.12,N
29,Salamence,10/97,9/10,Salamence,Salamence ex - 187/159,SV09: Journey Together,Holofoil,623614,187/159,59.89,N
29,Salamence,10/97,9/10,Salamence,Salamence V (Full Art),SWSH03: Darkness Ablaze,Holofoil,219307,185/189,3.56,N
29,Salamence,10/97,9/10,Salamence,Salamence,Secret Wonders,Holofoil,88897,18/132,32.43,N
29,Salamence,10/97,9/10,Salamence,Salamence ex - 177/159,SV09: Journey Together,Holofoil,623604,177/159,2.16,N
29,Salamence,10/97,9/10,Salamence,Salamence VMAX,SWSH03: Darkness Ablaze,Holofoil,219347,144/189,2.76,N
29,Salamence,10/97,9/10,Salamence,Salamence V,SWSH03: Darkness Ablaze,Holofoil,219343,143/189,0.87,N
29,Salamence,10/97,9/10,Salamence,Salamence (Delta Species),Delta Species,Holofoil,88902,14/113,35.6,N
29,Salamence,10/97,9/10,Salamence,Salamence ex - 114/159,SV09: Journey Together,Holofoil,623541,114/159,0.67,N
29,Salamence,10/97,9/10,Salamence,Salamence ex - 114/159,Jumbo Cards,Holofoil,662000,114/159,1.14,N
29,Salamence,10/97,9/10,Salamence,Salamence ex - 114/159 (Journey Together Stamped),Miscellaneous Cards & Products,Holofoil,660439,114/159,0.65,N
29,Salamence,10/97,9/10,Salamence,Salamence,SWSH07: Evolving Skies,Holofoil,246909,109/203,0.4,N
29,Salamence,10/97,9/10,Salamence,Salamence - 106/168 (Cosmos Holo),Miscellaneous Cards & Products,Holofoil,218440,106/168,0.55,N
29,Salamence,10/97,9/10,Salamence,Salamence,SM - Celestial Storm,Holofoil,170933,106/168,0.48,N
29,Salamence,10/97,9/10,Salamence,Salamence ex,Deoxys,Holofoil,88903,103/107,173.82,N
29,Salamence,10/97,9/10,Salamence,Salamence - 10/97,Dragon,Holofoil,88895,10/97,70.19,Y
29,Salamence,10/97,9/10,Salamence,Salamence - 57/108,Deck Exclusives,Normal,131316,057/108,1.68,N
29,Salamence,10/97,9/10,Salamence,Salamence - 57/108 (Cosmos Holo),Blister Exclusives,Holofoil,224858,057/108,9.66,N
29,Salamence,10/97,9/10,Salamence,Salamence - 8/20 (Regional Championships),League & Championship Cards,Reverse Holofoil,227091,008/020,14.44,N
29,Salamence,10/97,9/10,Salamence,Salamence - 8/20 (Cosmos Holo),Blister Exclusives,Holofoil,227090,008/020,9.4,N
29,Salamence,10/97,9/10,Salamence,Salamence - 8/20 (Regional Championships) [Staff],League & Championship Cards,Reverse Holofoil,227092,008/020,100,N
29,Salamence,10/97,9/10,Salamence,Code Card - Salamence Dragons Tin,Miscellaneous Cards & Products,Normal,257542,,0.04,N
29,Salamence,10/97,9/10,Salamence,Code Card - Dragon Tin [Salamence],Miscellaneous Cards & Products,Normal,267742,,0.05,N
30,Absol,1/97,9/10,Absol,M Absol EX - XY63,Jumbo Cards,Holofoil,106207,XY63,10.36,N
30,Absol,1/97,9/10,Absol,M Absol EX - XY63,XY Promos,Holofoil,100513,XY63,23.27,N
30,Absol,1/97,9/10,Absol,Absol EX - XY62,XY Promos,Holofoil,100512,XY62,10.2,N
30,Absol,1/97,9/10,Absol,Absol - XY178,XY Promos,Holofoil,158183,XY178,28.74,N
30,Absol,1/97,9/10,Absol,Absol,Crown Zenith: Galarian Gallery,Holofoil,478034,GG16/GG70,4.92,N
30,Absol,1/97,9/10,Absol,Absol,Team Magma vs Team Aqua,Holofoil,83450,96/95,161.65,N
30,Absol,1/97,9/10,Absol,Absol ex,Power Keepers,Holofoil,83456,92/108,239.98,N
30,Absol,1/97,9/10,Absol,Absol ex - 2007 (Tom Roos),World Championship Decks,Normal,479513,92/108,7.85,N
30,Absol,1/97,9/10,Absol,Absol ex - 2007 (Jun Hasebe),World Championship Decks,Normal,479512,92/108,8.21,N
30,Absol,1/97,9/10,Absol,Absol (Prime),Triumphant,Holofoil,83454,91/102,64.3,N
30,Absol,1/97,9/10,Absol,Absol,SM - Team Up,Holofoil,183866,88/181,2.37,N
30,Absol,1/97,9/10,Absol,Absol,SM - Guardians Rising,Holofoil,130993,81/145,0.77,N
30,Absol,1/97,9/10,Absol,Absol (Team Plasma),Plasma Freeze,Holofoil,83455,67/116,15.27,N
30,Absol,1/97,9/10,Absol,Absol,XY - Roaring Skies,Holofoil,98076,40/108,0.78,N
30,Absol,1/97,9/10,Absol,Absol - 2016 (Shintaro Ito),World Championship Decks,Normal,481722,40/108,3.59,N
30,Absol,1/97,9/10,Absol,Absol,Champion's Path,Normal,223038,38/73,0.15,N
30,Absol,1/97,9/10,Absol,Absol ex - 214/197,SV03: Obsidian Flames,Holofoil,509964,214/197,1.9,N
30,Absol,1/97,9/10,Absol,Absol,Secret Wonders,Normal,83453,21/132,4.96,N
30,Absol,1/97,9/10,Absol,Mega Absol ex - 180/132,ME01: Mega Evolution,Holofoil,654519,180/132,58.27,N
30,Absol,1/97,9/10,Absol,Absol,Holon Phantoms,Normal,83452,18/110,4.73,N
30,Absol,1/97,9/10,Absol,Absol,SWSH08: Fusion Strike,Normal,253378,164/264,0.21,N
30,Absol,1/97,9/10,Absol,Mega Absol ex - 161/132,ME01: Mega Evolution,Holofoil,654500,161/132,5.54,N
30,Absol,1/97,9/10,Absol,Absol,Legend Maker,Normal,83451,15/92,6.8,N
30,Absol,1/97,9/10,Absol,Absol G Lv.X,Supreme Victors,Holofoil,83458,141,70.61,N
30,Absol,1/97,9/10,Absol,Absol ex - 135/197,SV03: Obsidian Flames,Holofoil,509898,135/197,0.95,N
30,Absol,1/97,9/10,Absol,Absol,SM - Cosmic Eclipse,Normal,201177,133/236,0.25,N
30,Absol,1/97,9/10,Absol,Absol,SV04: Paradox Rift,Normal,523787,113/182,0.11,N
30,Absol,1/97,9/10,Absol,Absol,Dragon,Holofoil,83449,1/97,274.37,Y
30,Absol,1/97,9/10,Absol,Absol G,Supreme Victors,Holofoil,83457,1,17.86,N
30,Absol,1/97,9/10,Absol,Absol - 097/189,Deck Exclusives,Normal,274359,097/189,0.3,N
30,Absol,1/97,9/10,Absol,Absol - 097/189 (Cosmos Holo),Miscellaneous Cards & Products,Holofoil,554303,097/189,1.27,N
30,Absol,1/97,9/10,Absol,Absol,SWSH10: Astral Radiance,Holofoil,272298,097/189,0.29,N
30,Absol,1/97,9/10,Absol,Mega Absol ex - 086/132,Prize Pack Series Cards,Holofoil,671039,086/132,14.49,N
30,Absol,1/97,9/10,Absol,Mega Absol ex - 086/132,ME01: Mega Evolution,Holofoil,654425,086/132,0.76,N
30,Absol,1/97,9/10,Absol,Absol,Crown Zenith,Holofoil,478212,076/159,0.27,N
30,Absol,1/97,9/10,Absol,Absol - 67/116 (Moltres Legendary Battle Deck),Deck Exclusives,Normal,158739,067/116,3.77,N
30,Absol,1/97,9/10,Absol,Absol,ME02: Phantasmal Flames,Normal,662125,063/094,0.07,N
30,Absol,1/97,9/10,Absol,Absol,SV: Shrouded Fable,Normal,560340,030/064,0.11,N
30,Absol,1/97,9/10,Absol,Code Card - Mega Absol EX Premium Collection,XY - Roaring Skies,Normal,280464,,0.94,N
31,Kyogre,3/95,possible 10,Kyogre,Kyogre - XY51,XY Promos,Holofoil,98732,XY51,6.78,N
31,Kyogre,3/95,possible 10,Kyogre,Kyogre EX,XY Promos,Holofoil,108591,XY41,9.68,N
31,Kyogre,3/95,possible 10,Kyogre,Kyogre - SM129 (Prerelease) [Staff],SM Promos,Holofoil,172931,SM129,240.83,N
31,Kyogre,3/95,possible 10,Kyogre,Kyogre - SM129 (Prerelease),SM Promos,Holofoil,172930,SM129,19.81,N
31,Kyogre,3/95,possible 10,Kyogre,Kyogre (Shiny),Call of Legends,Holofoil,86551,SL6,269.99,N
31,Kyogre,3/95,possible 10,Kyogre,Primal Kyogre EX (Shiny Full Art),XY - Ancient Origins,Holofoil,101518,96/98,293.52,N
31,Kyogre,3/95,possible 10,Kyogre,Kyogre ex,Crystal Guardians,Holofoil,86557,95/100,159.3,N
31,Kyogre,3/95,possible 10,Kyogre,Kyogre ex,Hidden Legends,Holofoil,86556,94/101,149.99,N
31,Kyogre,3/95,possible 10,Kyogre,Kyogre & Groudon Legend (Bottom),Undaunted,Holofoil,86553,88/90,149.21,N
31,Kyogre,3/95,possible 10,Kyogre,Kyogre & Groudon Legend (Top),Undaunted,Holofoil,86554,87/90,80,N
31,Kyogre,3/95,possible 10,Kyogre,Team Aqua's Kyogre EX,Double Crisis,Holofoil,97052,6/34,445.97,N
31,Kyogre,3/95,possible 10,Kyogre,Kyogre - 006/106,Emerald,Holofoil,86547,6/106,35.97,N
31,Kyogre,3/95,possible 10,Kyogre,Primal Kyogre EX (Alpha),XY - Primal Clash,Holofoil,95953,55/160,55.52,N
31,Kyogre,3/95,possible 10,Kyogre,Kyogre EX,XY - Primal Clash,Holofoil,95952,54/160,9.98,N
31,Kyogre,3/95,possible 10,Kyogre,Kyogre,SM - Cosmic Eclipse,Normal,201229,53/236,0.51,N
31,Kyogre,3/95,possible 10,Kyogre,Kyogre,XY - Primal Clash,Normal,95951,53/160,0.89,N
31,Kyogre,3/95,possible 10,Kyogre,Kyogre,SM - Celestial Storm,Holofoil,170863,46/168,2.02,N
31,Kyogre,3/95,possible 10,Kyogre,Team Aqua's Kyogre,Team Magma vs Team Aqua,Holofoil,89788,3/95,48.89,Y
31,Kyogre,3/95,possible 10,Kyogre,Kyogre EX,Dark Explorers,Holofoil,86559,26/108,63.95,N
31,Kyogre,3/95,possible 10,Kyogre,Kyogre ex - 178,SV: Scarlet & Violet Promo Cards,Holofoil,619580,178,1.55,N
31,Kyogre,3/95,possible 10,Kyogre,Kyogre - 015/106,Emerald,Normal,86548,15/106,6.46,N
31,Kyogre,3/95,possible 10,Kyogre,Primal Kyogre EX (Alpha - 149 Full Art),XY - Primal Clash,Holofoil,96047,149/160,212.76,N
31,Kyogre,3/95,possible 10,Kyogre,Kyogre EX (148 Full Art),XY - Primal Clash,Holofoil,96046,148/160,95.95,N
31,Kyogre,3/95,possible 10,Kyogre,Kyogre Spirit Link,XY - Primal Clash,Normal,96030,132/160,0.27,N
31,Kyogre,3/95,possible 10,Kyogre,Kyogre,Call of Legends,Holofoil,86550,12/95,16.65,N
31,Kyogre,3/95,possible 10,Kyogre,Kyogre Star,Delta Species,Holofoil,86552,112/113,2100.98,N
31,Kyogre,3/95,possible 10,Kyogre,Kyogre EX (104 Full Art),Dark Explorers,Holofoil,86560,104/108,429.99,N
31,Kyogre,3/95,possible 10,Kyogre,Primal Kyogre EX - 55/160,Jumbo Cards,Holofoil,211513,055/160,29.99,N
31,Kyogre,3/95,possible 10,Kyogre,Kyogre - 53/236 (Cracked Ice Holo),Deck Exclusives,Holofoil,202331,053/236,5.37,N
31,Kyogre,3/95,possible 10,Kyogre,Kyogre - 53/160 (Cracked Ice Holo),Deck Exclusives,Holofoil,131320,053/160,3.63,N
31,Kyogre,3/95,possible 10,Kyogre,Kyogre V,Crown Zenith,Holofoil,477053,037/159,0.69,N
31,Kyogre,3/95,possible 10,Kyogre,Kyogre ex - 037 (EX Collector's Tins),Nintendo Promos,Holofoil,86558,037,83.15,N
31,Kyogre,3/95,possible 10,Kyogre,Kyogre - 036/159 (Pixel Holo),Miscellaneous Cards & Products,Holofoil,575895,036/159,0.45,N
31,Kyogre,3/95,possible 10,Kyogre,Kyogre,Prize Pack Series Cards,Holofoil,538731,036/159,4.79,N
31,Kyogre,3/95,possible 10,Kyogre,Kyogre,Crown Zenith,Holofoil,478135,036/159,0.23,N
31,Kyogre,3/95,possible 10,Kyogre,Kyogre (Cosmos Holo),Miscellaneous Cards & Products,Holofoil,670787,034/132,2.27,N
31,Kyogre,3/95,possible 10,Kyogre,Kyogre,ME01: Mega Evolution,Holofoil,654373,034/132,0.11,N
31,Kyogre,3/95,possible 10,Kyogre,Kyogre,Legends Awakened,Normal,86549,032/146,5.3,N
31,Kyogre,3/95,possible 10,Kyogre,Kyogre,Shining Fates,Holofoil,232414,021/072,2.08,N
31,Kyogre,3/95,possible 10,Kyogre,Team Aqua's Kyogre - 3/95 (EX Team Magma vs Team Aqua),Deck Exclusives,Normal,125256,003/095,3.72,N
31,Kyogre,3/95,possible 10,Kyogre,Kyogre,Celebrations,Holofoil,250298,003/025,0.36,N
31,Kyogre,3/95,possible 10,Kyogre,Kyogre - 2023 (Shao Tong Yen),World Championship Decks,Normal,542074,003/025,1.11,N
31,Kyogre,3/95,possible 10,Kyogre,Kyogre ex - 001 (Nintendo Power Magazine),Nintendo Promos,Holofoil,86555,001,137.5,N
31,Kyogre,3/95,possible 10,Kyogre,Code Card - Azure Legends Tin [Kyogre ex],Miscellaneous Cards & Products,Normal,630092,,0.11,N
31,Kyogre,3/95,possible 10,Kyogre,Code Card - 2023 World Championship Deck: Shao Tong Yen (Lost Box Kyogre),World Championship Decks,Normal,532035,,0.05,N
31,Kyogre,3/95,possible 10,Kyogre,Code Card - Elite Trainer Box [Kyogre],XY - Primal Clash,Normal,280448,,15,N
32,Metal Energy,19/111,possible 10,Metal Energy,Metal Energy,Neo Genesis,1st Edition Holofoil,87368,019/111,25.53,Y
33,Delcatty,5/109,9,Delcatty,Delcatty - SM132 (Prerelease),SM Promos,Holofoil,172937,SM132,5.94,N
33,Delcatty,5/109,9,Delcatty,Delcatty - SM132 (Prerelease) [Staff],SM Promos,Holofoil,172936,SM132,48.5,N
33,Delcatty,5/109,9,Delcatty,Delcatty ex,Crystal Guardians,Holofoil,84744,91/100,63.45,N
33,Delcatty,5/109,9,Delcatty,Delcatty,Power Keepers,Holofoil,84739,8/108,8.57,N
33,Delcatty,5/109,9,Delcatty,Delcatty - 5/109,Ruby and Sapphire,Holofoil,84734,5/109,14.89,Y
33,Delcatty,5/109,9,Delcatty,Delcatty - 2004 (Chris Fulop),World Championship Decks,Normal,477375,5/109,2.59,N
33,Delcatty,5/109,9,Delcatty,Delcatty - 2004 (Kevin Nguyen),World Championship Decks,Normal,477377,5/109,2.79,N
33,Delcatty,5/109,9,Delcatty,Delcatty - 2004 (Reed Weichler),World Championship Decks,Normal,477376,5/109,1.32,N
33,Delcatty,5/109,9,Delcatty,Delcatty,Legend Maker,Holofoil,84738,4/92,12.54,N
33,Delcatty,5/109,9,Delcatty,Delcatty,Platinum,Holofoil,84741,4/127,9.72,N
33,Delcatty,5/109,9,Delcatty,Delcatty,Sandstorm,Normal,84736,34/100,1.65,N
33,Delcatty,5/109,9,Delcatty,Delcatty,EX Trainer Kit 1: Latias & Latios,Normal,84737,3/10,0.34,N
33,Delcatty,5/109,9,Delcatty,Delcatty - 29/109,Ruby and Sapphire,Normal,84735,29/109,0.84,N
33,Delcatty,5/109,9,Delcatty,Delcatty,EX Battle Stadium,Normal,125133,29,1.26,N
33,Delcatty,5/109,9,Delcatty,Delcatty (#24),XY Trainer Kit: Latias & Latios,Normal,98374,24/30,0.44,N
33,Delcatty,5/109,9,Delcatty,Delcatty,Legends Awakened,Normal,84740,23/146,1.25,N
33,Delcatty,5/109,9,Delcatty,Delcatty,SWSH08: Fusion Strike,Normal,253307,211/264,0.13,N
33,Delcatty,5/109,9,Delcatty,Delcatty (#19),XY Trainer Kit: Latias & Latios,Normal,98373,19/30,0.35,N
33,Delcatty,5/109,9,Delcatty,Delcatty,ME: Ascended Heroes,Normal,675978,166/217,0.08,N
33,Delcatty,5/109,9,Delcatty,Delcatty (Energy Symbol Pattern),ME: Ascended Heroes,Reverse Holofoil,677121,166/217,0.99,N
33,Delcatty,5/109,9,Delcatty,Delcatty (Love Ball),ME: Ascended Heroes,Reverse Holofoil,676981,166/217,1,N
33,Delcatty,5/109,9,Delcatty,Delcatty,SWSH03: Darkness Ablaze,Normal,219342,142/189,0.35,N
33,Delcatty,5/109,9,Delcatty,Delcatty,SV05: Temporal Forces,Normal,542875,131/162,0.11,N
33,Delcatty,5/109,9,Delcatty,Delcatty - 121/168 (SM Celestial Storm),Deck Exclusives,Normal,173064,121/168,0.61,N
33,Delcatty,5/109,9,Delcatty,Delcatty,SM - Celestial Storm,Holofoil,170980,121/168,1.02,N
33,Delcatty,5/109,9,Delcatty,Delcatty,XY - Primal Clash,Normal,96012,114/160,0.35,N
33,Delcatty,5/109,9,Delcatty,Delcatty,Boundaries Crossed,Normal,84742,114/149,0.34,N
33,Delcatty,5/109,9,Delcatty,Delcatty,XY Base Set,Normal,84743,105/146,0.22,N
33,Delcatty,5/109,9,Delcatty,Delcatty - 8/108 (EX Power Keepers),Deck Exclusives,Normal,177121,008/108,0.82,N
34,Jirachi,8/101,10,Jirachi,Jirachi - XY67a,Alternate Art Promos,Holofoil,148343,XY67a,169.21,N
34,Jirachi,8/101,10,Jirachi,Jirachi - XY67,XY Promos,Holofoil,108596,XY67,15.34,N
34,Jirachi,8/101,10,Jirachi,Jirachi - 2018 (Magnus Pedersen),World Championship Decks,Normal,481978,XY67,11.28,N
34,Jirachi,8/101,10,Jirachi,Jirachi - XY195,XY Promos,Holofoil,127132,XY195,6.12,N
34,Jirachi,8/101,10,Jirachi,Jirachi - XY112,XY Promos,Holofoil,117266,XY112,39.78,N
34,Jirachi,8/101,10,Jirachi,Jirachi V - 299,Jumbo Cards,Normal,584511,SWSH299,2.6,N
34,Jirachi,8/101,10,Jirachi,Jirachi V - 299,SWSH: Sword & Shield Promo Cards,Holofoil,544371,SWSH299,3.41,N
34,Jirachi,8/101,10,Jirachi,Jirachi - SM161 [Staff],SM Promos,Holofoil,183969,SM161,148.43,N
34,Jirachi,8/101,10,Jirachi,Jirachi - SM161,SM Promos,Holofoil,183968,SM161,22.81,N
34,Jirachi,8/101,10,Jirachi,Jirachi,Generations: Radiant Collection,Holofoil,113755,RC13/RC32,10.69,N
34,Jirachi,8/101,10,Jirachi,Jirachi,SM - Team Up,Holofoil,183881,99/181,5.81,N
34,Jirachi,8/101,10,Jirachi,Jirachi - 2019 (Kaya Lichtleitner),World Championship Decks,Normal,482075,99/181,2.23,N
34,Jirachi,8/101,10,Jirachi,Jirachi EX (98 Full Art),Plasma Blast,Holofoil,86334,98/101,146.48,N
34,Jirachi,8/101,10,Jirachi,Jirachi,Team Magma vs Team Aqua,Holofoil,86324,97/95,102.03,N
34,Jirachi,8/101,10,Jirachi,Jirachi Prism Star,SM - Celestial Storm,Holofoil,170922,97/168,6.77,N
34,Jirachi,8/101,10,Jirachi,Jirachi ex - 2008 (Jason Klaczynski),World Championship Decks,Normal,479791,94/100,14.35,N
34,Jirachi,8/101,10,Jirachi,Jirachi ex - 2007 (Tom Roos),World Championship Decks,Normal,479696,94/100,11.28,N
34,Jirachi,8/101,10,Jirachi,Jirachi ex,Crystal Guardians,Holofoil,86332,94/100,169.36,N
34,Jirachi,8/101,10,Jirachi,Jirachi,Deoxys,Holofoil,86327,9/107,80,N
34,Jirachi,8/101,10,Jirachi,Jirachi - 2005 (Michael Gonzalez),World Championship Decks,Normal,477543,9/107,17.99,N
34,Jirachi,8/101,10,Jirachi,Jirachi - 2005 (Curran Hill),World Championship Decks,Normal,477535,9/107,19.55,N
34,Jirachi,8/101,10,Jirachi,Jirachi,Hidden Legends,Holofoil,86325,8/101,27.16,Y
34,Jirachi,8/101,10,Jirachi,Jirachi - 2005 (Takashi Yoneda),World Championship Decks,Normal,477534,8/101,11.92,N
34,Jirachi,8/101,10,Jirachi,Jirachi GX - 2019 (Henry Brand),World Championship Decks,Normal,482076,79/236,5.55,N
34,Jirachi,8/101,10,Jirachi,Jirachi GX,SM - Unified Minds,Holofoil,195009,79/236,9.54,N
34,Jirachi,8/101,10,Jirachi,Jirachi,Rising Rivals,Holofoil,86329,7/111,19.87,N
34,Jirachi,8/101,10,Jirachi,Jirachi EX,Plasma Blast,Holofoil,86333,60/101,20.58,N
34,Jirachi,8/101,10,Jirachi,Jirachi EX - 2015 (Jacob Van Wagner),World Championship Decks,Normal,481204,60/101,6.34,N
34,Jirachi,8/101,10,Jirachi,Jirachi EX - 2014 (Andrew Estrada),World Championship Decks,Normal,480882,60/101,5.5,N
34,Jirachi,8/101,10,Jirachi,Shining Jirachi,Shining Legends,Holofoil,146701,42/73,26.83,N
34,Jirachi,8/101,10,Jirachi,Jirachi,XY - Roaring Skies,Holofoil,98078,42/108,4.09,N
34,Jirachi,8/101,10,Jirachi,Jirachi,Legends Awakened,Normal,86328,31/146,8.06,N
34,Jirachi,8/101,10,Jirachi,Jirachi V (Full Art),SWSH10: Astral Radiance,Holofoil,272710,170/189,16.41,N
34,Jirachi,8/101,10,Jirachi,Jirachi,SV04: Paradox Rift,Normal,523803,126/182,0.15,N
34,Jirachi,8/101,10,Jirachi,Jirachi,Prize Pack Series Cards,Holofoil,565471,126/182,2.49,N
34,Jirachi,8/101,10,Jirachi,Radiant Jirachi,SWSH12: Silver Tempest,Holofoil,450292,120/195,0.89,N
34,Jirachi,8/101,10,Jirachi,Radiant Jirachi,Prize Pack Series Cards,Holofoil,513809,120/195,40.74,N
34,Jirachi,8/101,10,Jirachi,Jirachi,SWSH04: Vivid Voltage,Holofoil,226573,119/185,4.66,N
34,Jirachi,8/101,10,Jirachi,Jirachi,Call of Legends,Holofoil,86331,11/95,26.54,N
34,Jirachi,8/101,10,Jirachi,Jirachi,Unleashed,Holofoil,86330,1/95,20.15,N
34,Jirachi,8/101,10,Jirachi,Jirachi - 99/181,Deck Exclusives,Normal,200377,099/181,0.55,N
34,Jirachi,8/101,10,Jirachi,Jirachi,SV07: Stellar Crown,Normal,567324,098/142,0.15,N
34,Jirachi,8/101,10,Jirachi,Jirachi GX - 79a/236,Alternate Art Promos,Holofoil,226132,079a/236,11.17,N
34,Jirachi,8/101,10,Jirachi,Jirachi - 021 (Jirachi: Wish Maker DVD Release),Nintendo Promos,Normal,86326,021,19.8,N
35,Delcatty,5/109,10,Delcatty,Delcatty - SM132 (Prerelease),SM Promos,Holofoil,172937,SM132,5.94,N
35,Delcatty,5/109,10,Delcatty,Delcatty - SM132 (Prerelease) [Staff],SM Promos,Holofoil,172936,SM132,48.5,N
35,Delcatty,5/109,10,Delcatty,Delcatty ex,Crystal Guardians,Holofoil,84744,91/100,63.45,N
35,Delcatty,5/109,10,Delcatty,Delcatty,Power Keepers,Holofoil,84739,8/108,8.57,N
35,Delcatty,5/109,10,Delcatty,Delcatty - 5/109,Ruby and Sapphire,Holofoil,84734,5/109,14.89,Y
35,Delcatty,5/109,10,Delcatty,Delcatty - 2004 (Chris Fulop),World Championship Decks,Normal,477375,5/109,2.59,N
35,Delcatty,5/109,10,Delcatty,Delcatty - 2004 (Kevin Nguyen),World Championship Decks,Normal,477377,5/109,2.79,N
35,Delcatty,5/109,10,Delcatty,Delcatty - 2004 (Reed Weichler),World Championship Decks,Normal,477376,5/109,1.32,N
35,Delcatty,5/109,10,Delcatty,Delcatty,Legend Maker,Holofoil,84738,4/92,12.54,N
35,Delcatty,5/109,10,Delcatty,Delcatty,Platinum,Holofoil,84741,4/127,9.72,N
35,Delcatty,5/109,10,Delcatty,Delcatty,Sandstorm,Normal,84736,34/100,1.65,N
35,Delcatty,5/109,10,Delcatty,Delcatty,EX Trainer Kit 1: Latias & Latios,Normal,84737,3/10,0.34,N
35,Delcatty,5/109,10,Delcatty,Delcatty - 29/109,Ruby and Sapphire,Normal,84735,29/109,0.84,N
35,Delcatty,5/109,10,Delcatty,Delcatty,EX Battle Stadium,Normal,125133,29,1.26,N
35,Delcatty,5/109,10,Delcatty,Delcatty (#24),XY Trainer Kit: Latias & Latios,Normal,98374,24/30,0.44,N
35,Delcatty,5/109,10,Delcatty,Delcatty,Legends Awakened,Normal,84740,23/146,1.25,N
35,Delcatty,5/109,10,Delcatty,Delcatty,SWSH08: Fusion Strike,Normal,253307,211/264,0.13,N
35,Delcatty,5/109,10,Delcatty,Delcatty (#19),XY Trainer Kit: Latias & Latios,Normal,98373,19/30,0.35,N
35,Delcatty,5/109,10,Delcatty,Delcatty,ME: Ascended Heroes,Normal,675978,166/217,0.08,N
35,Delcatty,5/109,10,Delcatty,Delcatty (Energy Symbol Pattern),ME: Ascended Heroes,Reverse Holofoil,677121,166/217,0.99,N
35,Delcatty,5/109,10,Delcatty,Delcatty (Love Ball),ME: Ascended Heroes,Reverse Holofoil,676981,166/217,1,N
35,Delcatty,5/109,10,Delcatty,Delcatty,SWSH03: Darkness Ablaze,Normal,219342,142/189,0.35,N
35,Delcatty,5/109,10,Delcatty,Delcatty,SV05: Temporal Forces,Normal,542875,131/162,0.11,N
35,Delcatty,5/109,10,Delcatty,Delcatty - 121/168 (SM Celestial Storm),Deck Exclusives,Normal,173064,121/168,0.61,N
35,Delcatty,5/109,10,Delcatty,Delcatty,SM - Celestial Storm,Holofoil,170980,121/168,1.02,N
35,Delcatty,5/109,10,Delcatty,Delcatty,XY - Primal Clash,Normal,96012,114/160,0.35,N
35,Delcatty,5/109,10,Delcatty,Delcatty,Boundaries Crossed,Normal,84742,114/149,0.34,N
35,Delcatty,5/109,10,Delcatty,Delcatty,XY Base Set,Normal,84743,105/146,0.22,N
35,Delcatty,5/109,10,Delcatty,Delcatty - 8/108 (EX Power Keepers),Deck Exclusives,Normal,177121,008/108,0.82,N
36,Nidoking,6/112,9,Nidoking,Nidoking,FireRed & LeafGreen,Holofoil,87696,8/112,45.44,Y
37,Misdreavus,25/109,9/10,Misdreavus,Misdreavus,Diamond and Pearl,Normal,87506,91/130,0.33,N
37,Misdreavus,25/109,9/10,Misdreavus,Misdreavus,Platinum,Normal,87509,83/127,0.28,N
37,Misdreavus,25/109,9/10,Misdreavus,Misdreavus,SM - Unbroken Bonds,Normal,189177,77/214,0.15,N
37,Misdreavus,25/109,9/10,Misdreavus,Misdreavus,Stormfront,Normal,87508,68/100,0.35,N
37,Misdreavus,25/109,9/10,Misdreavus,Misdreavus,Call of Legends,Normal,87512,65/95,0.27,N
